Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,Carbon Emissions (kg CO2e),Recycling Rate (%),Energy Consumption (MWh),Use of Renewable Energy (%),Green Packaging Usage (%)
ThyssenKrupp Steel Europe,Vendor Managed Inventory,250,5.2,12,91,93,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85,2276361,968000,61,524000,50,48
"KOBE Steel, Ltd.",Agile SCM,10000,6,22,89,85,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,81,9,15,Medium,85,80,49907858,969000,62,524500,51,49
Aichi Steel Corporation,Sustainable SCM,100,7.2,10,94,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,44066132,970000,63,525000,52,50
Jindal Steel and Power Limited,Vendor Managed Inventory,75000,6,15,91,88,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,94569233,971000,64,525500,53,51
Zenith Steel Group,Just-In-Time,70000,5.5,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,43351877,972000,65,526000,54,52
TimkenSteel Corporation,Lean Manufacturing,100,7,20,88,94,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,51592035,973000,66,526500,55,53
Feralpi Group,Agile SCM,200,4.5,12,91,91,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,4035852,974000,67,527000,56,54
Voestalpine Texas LLC,Demand-Driven SCM,500,10,12,89,89,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,80,10,10,Medium,85,80,23717336,975000,68,527500,57,55
Baosteel Group,Agile SCM,300,5,11,91,93,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,80,11,10,High,88,85,109885632,976000,69,528000,58,56
Tata Steel Europe,Agile SCM,300,6,7,98,88,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,84461359,977000,70,528500,59,57
Wuhan Iron and Steel Corporation (WISCO),Agile SCM,500,5,18,88,93,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,21081789,978000,60,529000,60,58
Metinvest,Cross-Docking,400,4.2,12,91,92,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,82,11,10,High,88,85,86191494,979000,61,529500,61,59
Arrium,Agile SCM,150,6.5,11,90,89,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,81,9,10,High,87,80,57235485,980000,62,530000,62,60
British Steel Limited,Lean Manufacturing,100,7.5,14,90,91,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,85,10,10,Medium,85,80,83831438,981000,63,530500,63,40
Kloeckner Metals Corporation,Just-In-Time,200,5.8,7,99,90,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,85,15,3,High,95,90,5184503,982000,64,531000,64,41
Vallourec,Agile SCM,150,5,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,35788922,983000,65,531500,65,42
SSINA (Specialty Steel Industry of North America),Demand-Driven SCM,20000,5.5,12,91,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,108987032,984000,66,532000,50,43
O'Neal Steel,Vendor Managed Inventory,100,6.5,7,98,94,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,15192218,985000,67,532500,51,44
Reliance Steel & Aluminum Co.,Vendor Managed Inventory,1300000,6,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80,66653417,986000,68,533000,52,45
"Leeco Steel, LLC",Vendor Managed Inventory,200,5,9,92,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,80,12,8,High,88,85,79757502,987000,69,533500,53,46
"Samuel, Son & Co., Limited",Lean Manufacturing,300,5.8,2,98,89,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85,99231167,988000,70,534000,54,47
Russel Metals Inc.,Lean Manufacturing,100,4,15,91,91,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,67922033,989000,60,534500,55,48
"thyssenkrupp Materials NA, Inc.",Lean Manufacturing,400,4.5,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,82,12,7,High,90,85,38538878,990000,61,535000,56,49
AM Castle & Co.,Lean Manufacturing,150,5.5,10,92,91,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,81,12,8,High,89,85,7130145,991000,62,535500,57,50
Ryerson Holding Corporation,Agile SCM,150,5.8,10,92,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,68452892,992000,63,536000,58,51
Steel Warehouse Company LLC,Lean Manufacturing,100,5.2,9,93,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,40260457,993000,64,536500,59,52
Alro Steel Corporation,Lean Manufacturing,300,4.2,7,98,88,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90,47685443,994000,65,537000,60,53
"Olympic Steel, Inc.",Agile SCM,150,8.2,2,98,87,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,85,12,5,High,90,85,13298373,995000,66,537500,61,54
Kloeckner Metals UK,Sustainable SCM,500,4.2,10,92,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,45791734,996000,67,538000,62,55
Barrett Steel Limited,Agile SCM,400,5,15,91,85,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,80,10,10,Medium,85,80,91959542,997000,68,538500,63,56
Celsa Group,Lean Manufacturing,300,5.8,3,97,85,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",80,18,5,High,90,88,52827730,998000,69,539000,64,57
Grupo Simec,Agile SCM,300,4,12,91,92,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,38660996,999000,70,539500,65,58
Jiangsu Shagang Group,Demand-Driven SCM,100,4,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,89473855,1000000,60,540000,50,59
Steel Authority of India Limited (SAIL),Agile SCM,300,6,11,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,82,11,10,High,88,85,4833178,1001000,61,540500,51,60
Mechel,Lean Manufacturing,300,4.5,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,81,11,10,High,88,85,40308783,1002000,62,541000,52,40
Tata Steel India,Agile SCM,10000,6.5,10,90,90,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,54717185,1003000,63,541500,53,41
Guangdong Shaogang Group,Lean Manufacturing,20000,6,22,89,88,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,62989021,1004000,64,542000,54,42
Shaanxi Steel,Agile SCM,500,4.2,18,90,91,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,35562620,1005000,65,542500,55,43
Panzhihua Iron and Steel,Lean Manufacturing,200,4.5,18,88,88,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,19511513,1006000,66,543000,56,44
Capital Steel Group (Shougang),Vendor Managed Inventory,100,10,18,87,91,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,78725275,1007000,67,543500,57,45
"Jiuquan Iron and Steel (Group) Co., Ltd.",Efficient Consumer Response,150,6.2,10,93,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85,21114004,1008000,68,544000,58,46
CITIC Pacific Special Steel Group,Sustainable SCM,250,4.2,14,90,90,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,80,9,12,Medium,85,85,77729133,1009000,69,544500,59,47
Valbruna Stainless Steel,Lean Manufacturing,400,5,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85,41869823,1010000,70,545000,60,48
Carpenter Technology Corporation,Agile SCM,200,6,15,91,91,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,90075654,1011000,60,545500,61,49
Erdemir Group,Lean Manufacturing,20000,5,4,95,87,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,82,12,5,High,90,85,71450612,1012000,61,546000,62,50
Esfahan Steel Company,Agile SCM,500,5.2,15,95,93,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,81,8,12,Medium,88,85,40869793,1013000,62,546500,63,51
Wuhan Iron & Steel Group Corporation,Demand-Driven SCM,200,4.2,12,89,85,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,82,10,10,Medium,85,80,23020886,1014000,63,547000,64,52
Essar Group,Lean Manufacturing,300,4.2,8,94,92,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,81,12,7,High,90,85,32797856,1015000,64,547500,65,53
Jindal Stainless,Agile SCM,100,5.8,11,90,89,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,57805564,1016000,65,548000,50,54
Gerdau S.A.,Vendor Managed Inventory,250,4,9,93,89,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,85,10,7,High,90,85,73658411,1017000,66,548500,51,55
Companhia Siderúrgica do Pecém (CSP),Vendor Managed Inventory,20000,10,5,93,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,85,11,5,High,90,85,108631098,1018000,67,549000,52,56
Guangxi Liuzhou Iron and Steel Group,Agile SCM,150,4,10,92,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,29469069,1019000,68,549500,53,57
Zenith Iron & Steel Group,Agile SCM,1300000,6,10,92,88,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,36635194,1020000,69,550000,54,58
Hebei Iron & Steel Group,Sustainable SCM,200,5.2,8,94,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,80,12,7,High,90,85,63362117,1021000,70,550500,55,59
TimkenSteel Corporation,Vendor Managed Inventory,200,6,20,89,88,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,80,9,12,Medium,85,80,84607828,1022000,60,551000,56,60
Long Products Canada,Just-In-Time,500,50,7,98,90,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,90197407,1023000,61,551500,57,40
Qingdao Iron and Steel Group,Vendor Managed Inventory,150,6.2,18,87,91,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,37856187,1024000,62,552000,58,41
Jiangyin Xingcheng Special Steel,Lean Manufacturing,250,4.2,9,93,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,82,11,8,High,91,85,106726200,1025000,63,552500,59,42
Ternium,Lean Manufacturing,300,10,15,91,89,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,81,10,10,Medium,85,80,101370986,1026000,64,553000,60,43
"Shanxi Taigang Stainless Steel Co., Ltd.",Lean Manufacturing,100000,5.2,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,62250666,1027000,65,553500,61,44
Walsin Lihwa Corporation,Vendor Managed Inventory,200,3.5,10,90,88,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,85,11,8,High,87,85,49895283,1028000,66,554000,62,45
"TISCO (Taiyuan Iron and Steel Co., Ltd.)",Agile SCM,10000,8.2,12,88,89,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,85,8,15,Medium,80,78,95856758,1029000,67,554500,63,46
"Anyang Iron & Steel Group Co., Ltd.",Vendor Managed Inventory,1000000,5.2,12,89,92,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,80705120,1030000,68,555000,64,47
"Lingyuan Iron and Steel Co., Ltd.",Agile SCM,200,7,12,90,88,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,85,9,8,High,88,85,67157849,1031000,69,555500,65,48
"Gansu Jiu Steel Group Hongxing Iron & Steel Co., Ltd.",Agile SCM,300,5.5,14,90,89,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,80,9,12,Medium,85,85,14881729,1032000,70,556000,50,49
"Shandong Iron and Steel Group Co., Ltd.",Lean Manufacturing,150,6,10,92,92,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,80,11,8,High,88,85,38727469,1033000,60,556500,51,50
"Inner Mongolia Baotou Steel Union Co., Ltd.",Lean Manufacturing,100,6,10,94,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,2382358,1034000,61,557000,52,51
Hebei Jingye Group,Agile SCM,100,10,14,88,85,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,85,10,10,Medium,85,80,13479855,1035000,62,557500,53,52
Xinxing Ductile Iron Pipes,Lean Manufacturing,300,8.3,8,94,88,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,82,10,5,High,90,85,79688896,1036000,63,558000,54,53
Shagang Group,Vendor Managed Inventory,400,6,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,81,11,10,High,88,85,13470138,1037000,64,558500,55,54
HBIS Handan Iron & Steel Group,Lean Manufacturing,400,5,10,90,90,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,98750924,1038000,65,559000,56,55
"Beitai Iron & Steel Group Co., Ltd.",Demand-Driven SCM,300,7.5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,85,10,8,High,88,85,101065987,1039000,66,559500,57,56
Xiwang Special Steel,Lean Manufacturing,150,6,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,94766207,1040000,67,560000,58,57
Benxi Iron and Steel Group,Sustainable SCM,500,6,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,52453339,1041000,68,560500,59,58
Zenith Iron & Steel Group,Lean Manufacturing,1200,4,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,16953832,1042000,69,561000,60,59
Hangzhou Iron and Steel Group Company,Vendor Managed Inventory,359,4.2,2,98,85,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",80,20,5,High,90,85,83845478,1043000,70,561500,61,60
Gerdau Long Steel North America,Lean Manufacturing,459,4.5,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85,91355425,1044000,60,562000,62,40
"Steel Dynamics, Inc.",Vendor Managed Inventory,876,5,18,87,94,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,62754885,1045000,61,562500,63,41
NLMK Indiana,Agile SCM,655,4.5,12,89,91,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,87655396,1046000,62,563000,64,42
AK Steel,Lean Manufacturing,4444,4,18,88,89,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,82,10,12,Medium,85,80,10274622,1047000,63,563500,65,43
Commercial Metals Company,Agile SCM,433,5,11,91,87,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,81,11,10,High,88,85,19433355,1048000,64,564000,50,44
Sidenor,Sustainable SCM,12000,5.8,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,60221199,1049000,65,564500,51,45
Ovako,Lean Manufacturing,300,5.5,10,90,89,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,77273676,1050000,66,565000,52,46
ArcelorMittal Dofasco,Agile SCM,200,10.5,10,92,88,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,92924888,1051000,67,565500,53,47
Nippon Steel Corporation,Lean Manufacturing,20000,5.8,10,92,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,26191540,1052000,68,566000,54,48
Hyundai Steel Company,Vendor Managed Inventory,500,7,20,88,89,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,23151418,1053000,69,566500,55,49
POSCO (Pohang Iron and Steel Company),Agile SCM,100,5.2,18,90,88,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,80,11,10,Medium,85,85,81752860,1054000,70,567000,56,50
Jiangsu Yonggang Group,Sustainable SCM,200,6,7,98,90,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,80,12,3,High,95,90,108068149,1055000,60,567500,57,51
"JFE Holdings, Inc.",Vendor Managed Inventory,20000,7.2,10,93,93,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,51628165,1056000,61,568000,58,52
"Nanjing Iron & Steel United Co., Ltd.",Just-In-Time,400,6,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,1286644,1057000,62,568500,59,53
"Guangdong Shaogang Songshan Co., Ltd.",Lean Manufacturing,1500,5.5,22,89,90,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,82,9,15,Medium,85,80,78815703,1058000,63,569000,60,54
China Steel Corporation,Agile SCM,200,7,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,81,12,7,High,90,85,57351080,1059000,64,569500,61,55
Tata Steel BSL,Demand-Driven SCM,500,4.5,15,91,85,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,82,10,10,Medium,85,80,16887295,1060000,65,570000,62,56
HBIS Group Tangshan Iron and Steel Company,Agile SCM,300,10,11,90,94,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,81,9,10,High,87,80,33266320,1061000,66,570500,63,57
Chongqing Iron & Steel Company,Agile SCM,500,5,20,88,91,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,75524263,1062000,67,571000,64,58
Taiyuan Iron & Steel (Group) Co. Ltd.,Agile SCM,250,6,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,109180296,1063000,68,571500,65,59
Benxi Beiying Iron & Steel (Group) Co. Ltd.,Cross-Docking,300,5,12,89,93,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,12831596,1064000,69,572000,50,60
Ansteel Group Corporation,Agile SCM,250,4.2,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,45388539,1065000,70,572500,51,40
Maanshan Iron & Steel Company Limited,Lean Manufacturing,10000,6.5,7,98,93,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,44653149,1066000,60,573000,52,41
Tianjin Iron and Steel Group,Just-In-Time,100,7.5,18,88,92,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,80,10,12,Medium,85,80,56882283,1067000,61,573500,53,42
Sanming Iron & Steel,Agile SCM,75000,5.8,12,91,89,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,80,11,10,High,88,85,26735831,1068000,62,574000,54,43
"Xining Special Steel Co., Ltd.",Demand-Driven SCM,70000,5,11,90,91,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,97278999,1069000,63,574500,55,44
Angang Steel Company Limited,Vendor Managed Inventory,100,5.5,14,90,90,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,85,10,10,Medium,85,80,20281690,1070000,64,575000,56,45
"Baosteel Resources Co., Ltd.",Vendor Managed Inventory,200,6.5,7,99,90,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,82,15,3,High,95,90,44362903,1071000,65,575500,57,46
Ruukki,Vendor Managed Inventory,500,6,10,93,92,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,81,10,8,High,90,85,48458274,1072000,66,576000,58,47
"Baoji Titanium Industry Co., Ltd.",Lean Manufacturing,300,5,12,91,94,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,13217649,1073000,67,576500,59,48
"Shandong Iron & Steel Xinheng Special Steel Co., Ltd.",Lean Manufacturing,300,5.8,7,98,90,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,9405635,1074000,68,577000,60,49
Ezz Steel,Lean Manufacturing,500,4,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,54434671,1075000,69,577500,61,50
G Steel Public Company Limited,Lean Manufacturing,400,4.5,9,92,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,85,12,8,High,88,85,12195227,1076000,70,578000,62,51
PT Krakatau Steel,Agile SCM,150,5.5,2,98,91,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85,41311635,1077000,60,578500,63,52
Union Iron & Steel Company LLC,Lean Manufacturing,100,5.8,15,91,90,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,80,10,12,Medium,85,85,30349565,1078000,61,579000,64,53
Kuwait Steel,Agile SCM,200,5.2,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,80,12,7,High,90,85,996162,1079000,62,579500,65,54
Qasco (Qatar Steel),Lean Manufacturing,150,4.2,10,92,90,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,36396425,1080000,63,580000,50,55
Emirates Steel Industries (ESI),Cross-Docking,20000,8.2,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,92992905,1081000,64,580500,51,56
Al Ghurair Iron & Steel LLC,Agile SCM,100,4.2,9,93,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,82,11,8,High,91,85,8234680,1082000,65,581000,52,57
Dragon Steel Corporation,Lean Manufacturing,1300000,5,7,98,87,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,81,12,3,High,95,90,95481109,1083000,66,581500,53,58
NatSteel Holdings Pte Ltd,Agile SCM,200,5.8,2,98,88,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,85,12,5,High,90,85,92649394,1084000,67,582000,54,59
"Acerinox, S.A.",Sustainable SCM,300,4,10,92,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,99294097,1085000,68,582500,55,60
Aperam South America,Agile SCM,100,4,15,91,85,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,37327244,1086000,69,583000,56,40
Laminados Industriales S.A.,Lean Manufacturing,400,6,3,97,92,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",85,18,5,High,90,88,105035390,1087000,70,583500,57,41
Tenaris,Agile SCM,150,4.5,12,91,88,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,71572283,1088000,60,584000,58,42
Sidenor Aceros Especiales,Demand-Driven SCM,150,6.5,10,94,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,80,12,7,High,90,85,108936138,1089000,61,584500,59,43
Sandvik Materials Technology,Agile SCM,100,6,11,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,80,11,10,High,88,85,93410763,1090000,62,585000,60,44
Carpenter Technology Corporation,Lean Manufacturing,300,4.2,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,72586912,1091000,63,585500,61,45
"Universal Stainless & Alloy Products, Inc.",Agile SCM,150,4.5,10,90,88,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,93691766,1092000,64,586000,62,46
Thyssenkrupp VDM GmbH,Lean Manufacturing,500,10,22,89,91,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,82,9,15,Medium,85,80,76893498,1093000,65,586500,63,47
Thyssenkrupp Stainless USA,Agile SCM,400,6.2,18,90,88,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,81,11,10,Medium,85,85,54710376,1094000,66,587000,64,48
North American Stainless (NAS),Lean Manufacturing,300,4.2,18,88,91,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,50018038,1095000,67,587500,65,49
Outokumpu Stainless,Vendor Managed Inventory,300,5,18,87,89,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,69537253,1096000,68,588000,50,50
Allegheny Technologies Incorporated,Efficient Consumer Response,100,6,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,4578239,1097000,69,588500,51,51
Jindal Stainless Limited,Sustainable SCM,300,5,14,90,90,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85,64525469,1098000,70,589000,52,52
Mexinox,Lean Manufacturing,300,5.2,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85,72429250,1099000,60,589500,53,53
Columbus Stainless,Agile SCM,10000,4.2,15,91,87,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,80,10,12,Medium,85,85,20193881,1100000,61,590000,54,54
